City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
600,Azoyu,MX,86.74,scattered clouds,16.7167,-98.7333,Hotel San Luis
601,Tautira,PF,82.42,few clouds,-17.7333,-149.15,Pension Oaoa
602,Antalaha,MG,68.95,light rain,-14.9003,50.2788,Hotel Vitasoa
604,Kieta,PG,81.0,overcast clouds,-6.2167,155.6333,Uruna Bay Retreat
606,Amboasary,MG,73.24,clear sky,-25.0333,46.3833,DISCOVERY AMBOASARY
610,Garoua,CM,82.8,thunderstorm,9.3,13.4,Dreamland Hotel Annexe Bockle
611,Polson,US,75.6,clear sky,47.6936,-114.1632,Americas Best Value Port Polson Inn
614,Marsh Harbour,BS,80.26,clear sky,26.5412,-77.0636,Abaco Beach Resort
616,Crestview,US,82.76,overcast clouds,30.7621,-86.5705,"Holiday Inn Express & Suites Crestview South I-10, an IHG Hotel"
618,Phonhong,LA,73.74,overcast clouds,18.5007,102.4166,Manyvong Guest House
619,Bull Savanna,JM,82.33,scattered clouds,17.8868,-77.5902,Big Red's
620,Bafata,GW,78.94,overcast clouds,12.1667,-14.75,
621,Tomatlan,MX,86.94,overcast clouds,19.9333,-105.25,El Salvial
622,Ushibuka,JP,70.77,few clouds,32.1906,130.0228,Hotei
624,Pierre,US,82.27,clear sky,44.3683,-100.351,Ramkota Hotel
627,Lakatoro,VU,80.1,clear sky,-16.0999,167.4164,Lakatoro Palm Lodge
628,Cotonou,BJ,82.38,scattered clouds,6.3654,2.4183,Novotel Cotonou Orisha
629,Baisha,CN,74.1,clear sky,26.5222,110.9311,
630,Lilongwe,MW,74.88,few clouds,-13.9669,33.7873,Spendwise furnished apartments.
631,Norsup,VU,80.17,few clouds,-16.0667,167.3833,Nabelchel Bungalows
632,Qui Nhon,VN,76.33,overcast clouds,13.7667,109.2333,Hoang Yen Canary Hotel
635,Kununurra,AU,73.38,broken clouds,-15.7667,128.7333,Hotel Kununurra
636,Talwandi Bhai,IN,81.34,clear sky,30.85,74.9333,Richmond Villa's
644,Bembereke,BJ,75.67,few clouds,10.2283,2.6634,Hotel Bio Guera
646,Monte Alegre,BR,85.51,broken clouds,-2.0078,-54.0692,Hotel Shekinah
649,Sangin,AF,66.94,clear sky,32.0728,64.8359,
651,Fallon,US,79.45,smoke,39.4735,-118.7774,Best Western Fallon Inn & Suites
652,Havelock,US,80.98,clear sky,34.8791,-76.9013,Sherwood Motel
653,Acarau,BR,79.9,clear sky,-2.8856,-40.12,castelo pizzaria
654,Morwa,IN,79.03,scattered clouds,22.9,73.8333,mahakali maa hotel
659,Yasu,JP,69.51,scattered clouds,35.068,136.0233,Business Hotel Takara
660,Marawi,PH,66.65,overcast clouds,7.9986,124.2928,Derogongan Residence
671,Sharjah,AE,88.09,clear sky,25.3573,55.4033,Swiss Belhotel Sharjah
674,Fort Collins,US,83.44,clear sky,40.5853,-105.0844,Best Western University Inn
679,Tabas,IR,71.69,clear sky,33.5959,56.9244,شرکت معماری مهراز شایگان آراد
680,Dakar,SN,82.53,clear sky,14.6937,-17.4441,Redface Studios Meublés
682,Salinopolis,BR,81.86,overcast clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
683,Palu,ID,75.79,light rain,-0.8917,119.8707,Hotel Santika Palu
684,Rabo De Peixe,PT,72.28,broken clouds,37.8,-25.5833,Quinta das Giestas
686,Camrose,CA,65.46,clear sky,53.0168,-112.8353,R & R Inn & Suites
687,Kuching,MY,75.42,few clouds,1.55,110.3333,The Ranee Boutique Suites
688,Arona,ES,68.83,few clouds,28.0996,-16.681,Paradise Court
689,Victoria Point,AU,71.1,clear sky,-27.5833,153.3,Bay Retreat Motel
690,Esna,EG,78.82,clear sky,25.2934,32.554,Orient Star Dahabyia Isna 05 Nights Each Sunday
693,Pangai,TO,77.11,broken clouds,-19.8,-174.35,Ha'apai Beach Resort
694,Coruripe,BR,76.28,clear sky,-10.1256,-36.1756,Pousada e Hotel Litoral Sul
